date	x	y	T	CO2.flux
22/09/2014	427956	4520211	24.3	103.55
22/09/2014	427990	4520254	24.3	88.05
22/09/2014	428001	4520295	21.8	37.42
22/09/2014	427950	4520238	25.5	27.27
22/09/2014	427822	4520152	24.7	8.78
22/09/2014	427856	4520067	22.4	43.77
22/09/2014	427838	4520012	37.6	525.04
22/09/2014	427829	4519971	63.8	809.6
22/09/2014	427827	4519944	43.1	7318.37
22/09/2014	427816	4519927	33.4	925.66
22/09/2014	427811	4519962	35.6	1303.19
22/09/2014	427789	4519950	28.2	94.65
22/09/2014	427825	4519999	81.8	2327.42
22/09/2014	427818	4520022	50.7	1743.1
22/09/2014	427802	4520023	30.8	2486.38
22/09/2014	427775	4520001	62	10583.65
22/09/2014	427764	4520014	40.8	12711.62
22/09/2014	427774	4520005	64.7	5751.04
22/09/2014	427767	4520033	24.3	152.49
22/09/2014	427803	4520051	32.6	452.87
22/09/2014	427802	4520081	46.9	1821.12
22/09/2014	427781	4520093	75.8	3995.11
22/09/2014	427821	4520059	50.9	10351.33
22/09/2014	427831	4520027	47.9	1535.57
22/09/2014	427862	4519981	36.3	1365.64
22/09/2014	427871	4519951	37.5	3892.75
22/09/2014	427867	4519926	29.6	438.42
22/09/2014	427892	4519946	25.6	84.68
22/09/2014	427875	4519988	28.6	953.68
22/09/2014	427897	4519981	34.6	1419.44
22/09/2014	427944	4519973	28.9	558.85
22/09/2014	427294	4519765	23.8	25.28
22/09/2014	427383	4520793	28	3.99
22/09/2014	427369	4520831	31.4	13.57
22/09/2014	427346	4520797	31.9	15.88
22/09/2014	427366	4520724	27.7	52.43
22/09/2014	427342	4520789	28.6	3.05
22/09/2014	427306	4520731	26.4	6.6
22/09/2014	427332	4520691	28.8	9.03
22/09/2014	427381	4520692	27	13.64
22/09/2014	427371	4519850	32.3	174.6
22/09/2014	427365	4519861	63.2	17581.52
22/09/2014	427377	4519829	27	16.06
22/09/2014	427438	4519756	26.5	54.73
22/09/2014	427423	4519767	26.1	22.29
22/09/2014	427428	4519782	27.6	55.42
22/09/2014	427453	4519764	30.7	16.69
22/09/2014	427937	4519853	26.4	47.82
22/09/2014	427906	4519863	31.9	203.24
22/09/2014	427918	4519881	45.9	1026.04
22/09/2014	428030	4519922	26.9	965.26
22/09/2014	428012	4519877	22.4	123.1
22/09/2014	428122	4519920	44.8	365.13
22/09/2014	428113	4519954	28.9	285.87
22/09/2014	428090	4519984	24.8	746.08
22/09/2014	428077	4520007	34.8	5782.24
22/09/2014	428093	4520112	26.4	876.41
22/09/2014	428088	4520117	34	444.84
22/09/2014	428132	4519909	80.5	4665.17
22/09/2014	428122	4519898	93.2	10391.55
22/09/2014	428115	4519884	37.8	421.92
22/09/2014	428093	4519827	36.4	3918.71
22/09/2014	428301	4519869	22.1	23.23
22/09/2014	428360	4519683	21.9	51.18
22/09/2014	428318	4519595	22.1	170.86
22/09/2014	428093	4519676	22.9	15.57
22/09/2014	428105	4519657	25.6	41.41
22/09/2014	428098	4519710	24.4	24.22
22/09/2014	428092	4519737	22.8	44.58
22/09/2014	428111	4519691	23.6	29.39
22/09/2014	428128	4519677	25.2	48.94
22/09/2014	428130	4519665	23.7	46.39
22/09/2014	428147	4520430	54.6	1564.83
22/09/2014	428166	4520449	23.5	55.42
22/09/2014	428204	4520360	25.2	119.05
22/09/2014	428183	4520362	63.3	4472.02
22/09/2014	428166	4520357	85.3	7395.7
22/09/2014	428150	4520341	22.1	45.77
22/09/2014	428120	4520333	23.4	82.25
22/09/2014	428106	4520375	40.4	8817.94
22/09/2014	428126	4520363	42.1	4933.29
22/09/2014	428091	4520447	26.3	381.63
22/09/2014	428047	4520455	31.4	640.85
22/09/2014	428027	4520434	36.1	605.36
22/09/2014	428013	4520413	46.9	1367.13
22/09/2014	427973	4520399	21.6	197.45
22/09/2014	427977	4520406	21.6	142.09
22/09/2014	428029	4520400	49.7	4762.12
22/09/2014	428052	4520373	23.5	156.91
22/09/2014	428037	4520377	27.4	628.71
22/09/2014	428031	4520359	23.6	117.06
22/09/2014	428027	4520328	32.4	269.74
22/09/2014	428043	4520321	65.6	9553.69
22/09/2014	428060	4520289	42	897.58
22/09/2014	428081	4520284	76.1	8150.13
22/09/2014	428084	4520292	34.8	339.11
22/09/2014	428142	4520295	34.5	487.92
22/09/2014	428150	4520298	28.8	399.57
22/09/2014	428172	4520284	58.9	19907.44
22/09/2014	428198	4520273	25.3	76.03
22/09/2014	428238	4520278	28.8	417.06
22/09/2014	428251	4520266	30.2	2259.42
22/09/2014	428188	4520291	24.2	112.64
22/09/2014	428166	4520334	75.5	10096.47
22/09/2014	428199	4520338	58.6	4027.43
22/09/2014	428214	4520320	22	476.47
22/09/2014	428250	4520344	31.1	666.63
22/09/2014	428295	4520314	25	259.4
22/09/2014	428310	4520324	26.1	114.07
22/09/2014	428337	4520302	24.2	170.18
22/09/2014	428359	4520238	22.2	79.58
22/09/2014	428298	4520302	24.8	225.78
22/09/2014	428318	4520299	22.5	28.52
22/09/2014	428327	4520260	22.4	50.31
22/09/2014	428328	4520265	25.2	44.83
22/09/2014	428367	4520239	21.1	24.16
22/09/2014	428400	4520206	23.1	46.14
22/09/2014	428456	4520120	24.5	238.92
22/09/2014	428461	4520143	24.9	227.83
22/09/2014	428433	4520142	25.8	33.5
22/09/2014	428429	4520197	24.6	97.7
22/09/2014	428422	4520160	23	386.99
22/09/2014	428436	4520137	25.5	103.05
22/09/2014	428421	4520104	22.1	29.02
22/09/2014	428374	4520096	22.9	147.88
22/09/2014	428387	4520120	26.7	50
22/09/2014	428317	4520254	27.1	652.18
22/09/2014	428350	4520227	24.3	98.76
22/09/2014	428294	4520212	24.7	153.67
22/09/2014	428251	4520177	23.7	136.12
22/09/2014	428235	4520189	23.3	133.5
22/09/2014	428224	4520155	23.9	338.61
22/09/2014	428167	4520172	21.6	83.38
22/09/2014	428130	4520179	21.8	75.34
22/09/2014	428145	4520183	25.5	151.68
22/09/2014	428149	4520190	26.9	123.91
22/09/2014	428171	4520196	25.6	29.58
22/09/2014	428149	4520226	24	36.11
22/09/2014	428146	4520217	27.3	77.77
22/09/2014	428135	4520211	28.4	67.12
22/09/2014	428116	4520201	24.1	83.5
22/09/2014	428131	4520203	25.6	105.6
22/09/2014	428157	4520210	25.3	55.85
22/09/2014	428359	4520494	23.9	13.89
22/09/2014	428323	4520473	25.1	168.06
22/09/2014	428317	4520505	25.2	57.41
22/09/2014	428286	4520480	28.1	4.55
22/09/2014	428226	4520490	23.5	93.21
22/09/2014	428203	4520491	23.3	51.81
22/09/2014	428205	4520526	23.3	83.69
22/09/2014	428201	4520568	23	54.61
22/09/2014	428182	4520488	31.9	5963.44
22/09/2014	428129	4520498	27.4	1275.91
22/09/2014	428118	4520522	24.6	72.6
22/09/2014	428149	4520590	22.2	78.02
22/09/2014	428060	4520599	24.2	199.07
22/09/2014	428057	4520566	22.9	130.64
22/09/2014	428068	4520523	25.3	82.5
22/09/2014	428046	4520541	23.8	35.06
22/09/2014	428038	4520523	37.4	29.2
22/09/2014	428017	4520514	26.8	32.81
22/09/2014	428012	4520537	23.9	9.34
22/09/2014	427994	4520518	27.8	29.58
22/09/2014	427961	4520501	35.5	401.44
22/09/2014	427956	4520494	36.7	986.75
22/09/2014	427958	4520457	27	725.1
22/09/2014	427938	4520479	57.8	3620.27
22/09/2014	427925	4520486	64.8	17261.47
22/09/2014	427956	4520520	24.8	135.8
22/09/2014	427894	4520637	27.3	94.77
22/09/2014	427899	4520618	16.3	13.51
22/09/2014	427874	4520607	26.7	98.51
22/09/2014	427867	4520639	25.9	51
22/09/2014	427874	4520633	26.9	45.52
22/09/2014	427823	4520673	23.3	21.05
22/09/2014	427826	4519723	21.2	48.94
22/09/2014	427879	4519641	21.7	63.08
22/09/2014	427891	4519605	22	17.62
22/09/2014	427909	4519627	21.5	25.65
22/09/2014	427842	4519631	22.2	74.97
22/09/2014	427836	4519640	22.1	31.44
22/09/2014	427794	4519703	22.6	32.01
22/09/2014	427769	4519669	21.2	32.75
22/09/2014	427755	4519696	25.4	47.01
22/09/2014	427746	4519665	23.7	82.44
22/09/2014	427692	4519688	22	72.48
22/09/2014	427645	4519703	21.5	25.53
22/09/2014	427685	4519716	22.4	63.14
22/09/2014	427642	4519721	23.9	161.21
22/09/2014	427642	4519741	24.7	137.98
22/09/2014	427608	4519755	30.9	450.81
22/09/2014	427643	4519753	28.1	335.43
22/09/2014	427675	4519755	51.8	2504.75
22/09/2014	427685	4519759	31.1	1536.69
22/09/2014	427718	4519753	23.2	80.64
22/09/2014	427773	4519758	23.2	80.64
22/09/2014	427745	4519765	25.5	66.75
22/09/2014	427775	4519782	23	31.94
22/09/2014	427629	4519770	27	55.67
22/09/2014	427597	4519766	24.6	47.63
22/09/2014	427627	4519792	23.5	77.52
22/09/2014	427650	4519777	25.8	68.43
22/09/2014	427669	4519776	25	132.82
22/09/2014	427647	4519796	24.2	117.37
22/09/2014	427591	4519765	22.3	27.21
22/09/2014	427571	4519770	30	100.56
22/09/2014	427595	4519813	27.4	217.19
22/09/2014	427623	4519816	24.7	244.27
22/09/2014	427648	4519831	24.8	208.28
22/09/2014	427663	4519804	23	66
22/09/2014	427663	4519845	23.3	144.21
22/09/2014	427694	4519871	22.6	203.68
22/09/2014	427703	4519909	24.1	72.54
22/09/2014	427729	4519903	24.1	100.13
22/09/2014	427718	4519872	23	52.43
22/09/2014	427731	4519852	21.5	50.56
22/09/2014	427708	4519868	40.8	7178.45
22/09/2014	427708	4519848	45.8	1354.68
22/09/2014	427750	4519815	34.5	1088.68
22/09/2014	427770	4519817	41	1593.91
22/09/2014	427748	4519817	73.3	7658.65
22/09/2014	427733	4519832	80.2	10859.3
22/09/2014	427688	4519879	24.1	139.54
22/09/2014	427659	4519875	25	112.64
22/09/2014	427644	4519900	29.3	190.66
22/09/2014	427617	4519918	24	48.19
22/09/2014	427617	4519895	24	68.81
22/09/2014	427592	4519903	23.5	42.03
22/09/2014	427564	4519867	22.8	35.93
22/09/2014	427583	4519845	25.7	147.07
22/09/2014	427573	4519834	23.5	116.44
22/09/2014	427556	4519832	24.1	58.28
22/09/2014	427487	4519836	23.9	50.56
22/09/2014	427454	4519846	23.4	60.34
22/09/2014	427445	4519845	23.3	55.48
22/09/2014	427816	4519632	22.6	76.28
22/09/2014	427668	4520298	47.9	1614.15
22/09/2014	427697	4520293	42.7	2134.08
22/09/2014	427713	4520272	49.2	9963.03
22/09/2014	427719	4520271	45	3753.21
22/09/2014	427749	4520204	49.7	6045.07
22/09/2014	427765	4520177	32	271.3
22/09/2014	427721	4520061	33.3	1414.52
22/09/2014	427689	4520040	42.9	3008.37
22/09/2014	427651	4520019	23.5	17.68
22/09/2014	427534	4519958	95	22508.46
22/09/2014	427567	4519947	32.8	818.56
22/09/2014	427598	4519969	27.6	523.04
26/01/2015	427586	4519766	10.5	1.49
26/01/2015	427873	4520225	7.6	3.65
26/01/2015	427828	4519736	8.6	4.93
26/01/2015	427918	4519627	7.7	5.13
26/01/2015	427959	4519598	7.5	5.34
26/01/2015	427690	4519715	6.5	5.37
26/01/2015	427845	4519715	9	8.1
26/01/2015	427591	4520510	8.7	8.44
26/01/2015	427889	4520127	8	7.43
26/01/2015	428207	4520542	9.3	7.5
26/01/2015	427862	4520648	8.3	9.46
26/01/2015	427589	4519773	10	10.47
26/01/2015	428149	4520486	10.9	10.33
26/01/2015	427393	4520623	6.8	10.39
26/01/2015	427971	4520244	7.5	10.53
26/01/2015	427746	4520545	12.2	12.83
26/01/2015	427765	4520335	8.2	13.03
26/01/2015	427366	4520253	9.5	13.3
26/01/2015	427941	4520243	7	11.63
26/01/2015	427840	4520236	8.1	12.05
26/01/2015	427549	4519811	9.1	13.91
26/01/2015	427888	4520096	8	12.53
26/01/2015	427626	4520473	6.7	14.79
26/01/2015	427866	4519647	5.6	16.61
26/01/2015	427562	4519755	9.8	17.49
26/01/2015	427312	4520730	6.5	15.56
26/01/2015	427821	4520177	7	19.11
26/01/2015	427235	4520200	9.2	19.38
26/01/2015	427975	4520536	11.2	20.13
26/01/2015	428100	4519681	8.7	17.49
26/01/2015	427697	4519802	10.5	17.69
26/01/2015	427945	4519629	6.4	21.07
26/01/2015	427379	4520333	9.9	21.14
26/01/2015	427756	4519665	5.6	18.52
26/01/2015	427565	4519870	8.2	21.34
26/01/2015	427744	4519846	8	18.59
26/01/2015	427354	4520678	5.9	18.79
26/01/2015	428018	4520507	10.9	22.35
26/01/2015	428359	4519656	8.9	19.76
26/01/2015	427780	4520318	6.3	20.65
26/01/2015	427782	4520308	6.2	24.79
26/01/2015	427869	4520186	5.8	22.44
26/01/2015	427305	4520302	10.5	25.93
26/01/2015	427652	4519774	10.8	26.81
26/01/2015	428096	4520205	8.3	23.47
26/01/2015	427472	4519834	8.4	27.22
26/01/2015	427585	4519830	9.1	27.83
26/01/2015	427529	4520556	10	28.57
26/01/2015	427376	4520776	5.2	24.85
26/01/2015	428184	4520445	7.9	25.33
26/01/2015	428099	4519654	8.9	26.09
26/01/2015	428132	4520181	8.7	26.09
26/01/2015	427351	4520303	9.8	30.32
26/01/2015	427794	4520294	7.4	26.99
26/01/2015	427779	4519781	8.3	27.12
26/01/2015	427615	4519775	8.6	27.67
26/01/2015	427992	4520253	8.3	29.19
26/01/2015	427638	4519785	9.1	34.11
26/01/2015	427291	4520332	10.8	34.44
26/01/2015	427714	4520389	7.2	34.51
26/01/2015	427927	4520150	5.3	30.15
26/01/2015	427509	4519843	9.2	34.71
26/01/2015	428315	4520264	9.7	31.32
26/01/2015	427558	4520536	10.8	36.06
26/01/2015	427873	4520629	11.3	36.54
26/01/2015	427838	4520359	7.3	31.94
26/01/2015	427926	4520204	7.8	32.01
26/01/2015	427882	4519612	7.1	37.15
26/01/2015	427243	4520245	9.8	37.62
26/01/2015	428202	4520143	7.9	33.59
26/01/2015	427819	4520243	7.3	34.08
26/01/2015	427640	4519694	7.3	34.56
26/01/2015	427830	4519647	7	40.72
26/01/2015	427585	4520149	38.9	40.79
26/01/2015	428087	4519811	17.6	41.6
26/01/2015	428323	4519612	9.2	36.21
26/01/2015	428412	4520186	7.8	36.28
26/01/2015	427883	4520151	10.2	37.72
26/01/2015	428154	4520233	6.7	38.14
26/01/2015	427645	4519873	9.5	44.17
26/01/2015	427487	4520392	11.2	45.86
26/01/2015	427614	4519861	9.7	46.2
26/01/2015	428183	4520497	12	40.96
26/01/2015	427731	4519882	9.8	41.17
26/01/2015	427549	4519858	8.8	48.56
26/01/2015	427997	4520298	7.5	42.47
26/01/2015	427702	4519690	6.9	42.96
26/01/2015	427599	4519888	8.6	49.64
26/01/2015	428416	4520150	7	43.37
26/01/2015	428353	4520476	10.5	43.58
26/01/2015	427370	4520136	9.3	50.79
26/01/2015	427583	4519847	9.1	51.26
26/01/2015	427575	4519809	11.4	51.87
26/01/2015	428144	4519616	6.9	45.64
26/01/2015	427855	4520074	9	54.43
26/01/2015	428407	4520090	7.3	47.64
26/01/2015	427988	4520407	10.8	47.64
26/01/2015	427793	4519688	5.8	48.19
26/01/2015	427426	4519810	12.2	48.6
26/01/2015	428285	4520234	11.4	48.6
26/01/2015	427671	4520434	6.4	57.27
26/01/2015	428384	4520211	7.9	50.05
26/01/2015	427318	4520278	9.4	57.81
26/01/2015	427441	4519782	11.2	50.8
26/01/2015	427661	4519774	11.4	59.57
26/01/2015	427924	4520495	17	59.97
26/01/2015	428436	4520202	7	52.32
26/01/2015	427823	4520325	6.4	52.94
26/01/2015	427624	4519893	9.7	61.66
26/01/2015	427851	4520304	6.8	53.7
26/01/2015	427908	4520066	6.6	54.25
26/01/2015	428130	4519755	9.2	55.35
26/01/2015	427668	4520775	10.5	67.2
26/01/2015	427944	4520189	8.3	60.51
26/01/2015	427444	4519848	6.8	71.99
26/01/2015	427646	4519820	9.9	72.2
26/01/2015	427537	4519822	9.4	73.75
26/01/2015	427843	4520215	6.6	64.43
26/01/2015	427274	4520269	9.3	76.52
26/01/2015	427366	4520812	6.5	67.81
26/01/2015	428099	4519858	19.6	80.44
26/01/2015	427378	4520720	6.3	71.8
26/01/2015	428305	4520320	7.4	71.94
26/01/2015	427692	4520742	14.2	82.87
26/01/2015	427357	4520421	22.9	83.34
26/01/2015	427339	4520173	10.9	84.08
26/01/2015	427400	4520249	10.5	84.42
26/01/2015	427609	4519789	9.5	86.18
26/01/2015	427655	4519849	8.6	78.48
26/01/2015	427610	4519909	6.2	90.77
26/01/2015	427895	4520033	10.5	80.2
26/01/2015	427746	4519772	10.6	82.75
26/01/2015	427619	4519827	9.3	95.23
26/01/2015	427252	4520307	9	96.58
26/01/2015	428335	4520328	7.8	84.54
26/01/2015	428209	4520198	9.8	84.74
26/01/2015	427828	4520671	6.3	98.27
26/01/2015	427513	4520254	12	98.94
26/01/2015	427447	4519797	10.8	86.12
26/01/2015	428325	4520306	7.1	86.88
26/01/2015	427728	4519910	9.1	100.36
26/01/2015	427797	4520339	5.8	89.91
26/01/2015	428266	4519865	9	89.97
26/01/2015	428016	4520408	14.8	92.87
26/01/2015	427698	4519910	9.9	93.21
26/01/2015	428231	4520490	8.9	93.28
26/01/2015	427601	4519724	7.3	94.31
26/01/2015	428468	4520127	7.2	94.66
26/01/2015	427588	4519794	9.6	110.49
26/01/2015	427609	4519805	10.5	111.64
26/01/2015	428149	4520486	7.5	97.48
26/01/2015	427600	4519822	9.1	113.73
26/01/2015	428372	4520113	7.5	99.06
26/01/2015	428439	4520131	10.3	99.2
26/01/2015	428316	4520184	8.6	99.34
26/01/2015	428133	4519707	9.4	102.85
26/01/2015	427490	4520185	30.3	120.01
26/01/2015	428015	4519951	36.6	111.71
26/01/2015	427638	4519842	10.1	125.96
26/01/2015	428200	4520398	8.7	110.69
26/01/2015	427875	4520742	8.6	127.58
26/01/2015	427292	4520182	10.7	127.98
26/01/2015	428210	4520185	6.5	115.51
26/01/2015	427371	4520086	10.4	135.88
26/01/2015	427656	4519789	10.6	143.45
26/01/2015	427711	4519781	14.5	125.63
26/01/2015	427455	4520389	8.8	129.08
26/01/2015	427621	4519908	10.5	148.31
26/01/2015	428246	4520168	9.2	134.38
26/01/2015	428120	4520342	6.5	135.68
26/01/2015	427860	4520246	7.6	141.6
26/01/2015	427467	4519992	11.2	164.79
26/01/2015	427631	4519798	9.4	166.41
26/01/2015	427330	4520221	9.8	170.8
26/01/2015	428192	4520170	8.7	154.06
26/01/2015	428149	4520486	8.6	155.1
26/01/2015	428170	4520207	6.9	155.72
26/01/2015	428085	4519722	9.1	158.68
26/01/2015	427914	4520111	7.6	160.47
26/01/2015	427936	4520481	33.7	186.06
26/01/2015	427725	4520586	13.5	187.69
26/01/2015	428259	4520171	8	164.46
26/01/2015	427414	4519764	10	164.87
26/01/2015	427898	4520181	5.7	169.55
26/01/2015	427858	4519686	8.1	200.79
26/01/2015	427292	4519737	10.6	182.84
26/01/2015	427701	4519752	29.4	183.11
26/01/2015	427778	4520052	7.8	216.19
26/01/2015	427966	4520537	10.4	198.81
26/01/2015	427392	4520218	9.3	233.54
26/01/2015	428055	4520366	7.3	219.94
26/01/2015	427417	4520343	10.2	253.26
26/01/2015	427688	4520152	26.3	255.56
26/01/2015	428094	4520318	14.1	223.04
26/01/2015	427615	4520116	20.4	258.46
26/01/2015	428254	4520194	8.6	233.16
26/01/2015	428073	4520051	16.5	282.91
26/01/2015	428283	4520344	8.2	247.14
26/01/2015	428239	4520200	8.3	251.13
26/01/2015	427496	4520340	11	290.48
26/01/2015	427448	4519755	12.7	268.75
26/01/2015	428204	4520274	13.9	274.33
26/01/2015	427344	4519999	13.1	315.47
26/01/2015	427323	4520053	11	331.27
26/01/2015	427449	4519999	12.8	339.71
26/01/2015	427297	4520357	10.5	340.25
26/01/2015	428015	4520152	30.2	319.33
26/01/2015	427861	4520600	8.9	355.04
26/01/2015	427387	4520455	10	312.05
26/01/2015	427506	4520290	11.4	385.91
26/01/2015	428095	4520209	7.9	337.45
26/01/2015	427468	4519948	16.5	388.95
26/01/2015	428152	4520235	7.8	349.36
26/01/2015	427547	4520468	22.4	354.66
26/01/2015	427469	4520059	18	410.9
26/01/2015	427449	4520194	15.2	460.2
26/01/2015	427370	4520183	15.9	461.48
26/01/2015	428342	4520227	7.9	404.44
26/01/2015	427336	4520080	10.5	470.06
26/01/2015	427669	4519804	6.7	412.08
26/01/2015	427511	4520017	12.5	491.2
26/01/2015	427829	4519993	36.2	502.75
26/01/2015	427366	4520415	15.7	517.47
26/01/2015	428007	4520128	32.6	485.84
26/01/2015	428037	4520399	21.5	473.96
26/01/2015	427355	4520085	10	548.47
26/01/2015	427938	4519966	17.9	555.83
26/01/2015	428106	4520197	6.9	510.17
26/01/2015	427969	4520504	24.1	584.2
26/01/2015	427456	4520299	11.4	586.02
26/01/2015	427398	4520406	15.8	574.26
26/01/2015	428083	4520451	12.3	575.78
26/01/2015	428043	4520455	13.6	576.95
26/01/2015	428097	4519848	16	674.9
26/01/2015	428463	4520159	12.3	592.78
26/01/2015	428286	4520478	13.7	604.97
26/01/2015	427259	4520094	19.6	717.04
26/01/2015	427321	4520335	14.8	731.16
26/01/2015	427240	4520155	11	742.84
26/01/2015	428083	4520124	18.1	749.53
26/01/2015	428383	4520123	7	664.24
26/01/2015	427830	4520050	36.9	762.22
26/01/2015	427887	4520615	8.9	768.44
26/01/2015	427576	4520095	14.1	771.34
26/01/2015	428143	4520318	9.6	736.86
26/01/2015	427575	4520284	15.8	861.7
26/01/2015	427442	4520233	15.7	870.82
26/01/2015	427613	4520067	77.8	886.69
26/01/2015	428100	4519881	43.1	889.87
26/01/2015	427524	4520440	35.2	793.17
26/01/2015	427276	4520113	12.9	922.96
26/01/2015	428002	4520029	45.2	896.03
26/01/2015	428101	4519967	11.7	983.41
26/01/2015	427498	4520215	24.1	1038.45
26/01/2015	428142	4519658	8.3	917.43
26/01/2015	427792	4519952	15.2	1043.85
26/01/2015	428038	4520358	11.9	927.89
26/01/2015	427609	4520173	20.3	1052.02
26/01/2015	428158	4520194	7	930.79
26/01/2015	427611	4519967	10.2	938.63
26/01/2015	427568	4520082	37.4	1076.13
26/01/2015	427959	4520387	6.8	960.8
26/01/2015	427458	4520453	20.6	1020.28
26/01/2015	427953	4520457	12.2	1159.27
26/01/2015	427670	4520107	16.8	1171.9
26/01/2015	428041	4520396	10.4	1036.32
26/01/2015	428029	4520387	11.2	1105.3
26/01/2015	427841	4520012	12.5	1294.75
26/01/2015	427571	4520043	18.3	1323.46
26/01/2015	427493	4519967	17.9	1340.47
26/01/2015	427651	4520272	63	1408.08
26/01/2015	427791	4520018	15.5	1466.97
26/01/2015	427372	4520158	11.3	1522.96
26/01/2015	427700	4520658	9.2	1552.95
26/01/2015	427878	4519943	19.5	1563.82
26/01/2015	428385	4520240	8.5	1477.79
26/01/2015	427625	4520346	17.9	1521.71
26/01/2015	427731	4519821	24.1	1524.94
26/01/2015	427731	4520075	16.8	1542.02
26/01/2015	428149	4520485	11.2	1548.76
26/01/2015	428127	4520297	16.8	1628.48
26/01/2015	427868	4519918	13.2	1831.94
26/01/2015	427632	4520023	36.6	1704.13
26/01/2015	427820	4519947	13.4	1907.99
26/01/2015	427424	4520071	14.4	2057.92
26/01/2015	427395	4520012	15.5	2198.13
26/01/2015	428107	4520324	13	1984.24
26/01/2015	427612	4520300	46.4	2219.6
26/01/2015	428073	4519786	18.1	2238.18
26/01/2015	427546	4520046	13	2264.99
26/01/2015	428306	4520246	8.9	2065.89
26/01/2015	427689	4520243	15.8	2338
26/01/2015	427783	4519817	25.3	2158.13
26/01/2015	428270	4520274	9.3	2171.21
26/01/2015	427746	4519747	83.8	2179.96
26/01/2015	427785	4520090	46.2	2466.79
26/01/2015	428000	4519994	41	2324.26
26/01/2015	427665	4519758	39	2281.84
26/01/2015	427544	4520235	16.8	2588.56
26/01/2015	428042	4520345	23.5	2362.66
26/01/2015	427715	4519847	70.5	2384.34
26/01/2015	427477	4520164	12.4	2695.74
26/01/2015	427405	4520050	12.7	2752.81
26/01/2015	427682	4520120	43.4	2792.25
26/01/2015	427539	4520338	15	2539.3
26/01/2015	427556	4520224	13	2815.96
26/01/2015	427333	4520420	21.3	2924.01
26/01/2015	427647	4520141	33.6	3053.08
26/01/2015	427799	4520003	27.3	3183.76
26/01/2015	427563	4520323	56.3	3382.05
26/01/2015	428180	4520352	37.4	3138.21
26/01/2015	427545	4520391	12.7	3142.96
26/01/2015	427505	4520402	15.7	3163.89
26/01/2015	427524	4520368	20.4	3502.06
26/01/2015	427711	4520606	11.9	3591.14
26/01/2015	427673	4520190	10.4	3619.65
26/01/2015	427489	4520230	17.8	3622.35
26/01/2015	428130	4519907	70.7	3688.74
26/01/2015	427640	4520092	65.5	3696.23
26/01/2015	428040	4520339	13.5	3470.16
26/01/2015	427537	4520131	57.6	3955.71
26/01/2015	427803	4520077	86.1	3957.33
26/01/2015	427759	4520175	30.1	3705.86
26/01/2015	428245	4520266	13.6	3745.17
26/01/2015	428081	4520004	23.6	4236.87
26/01/2015	427498	4519937	32.5	4280.29
26/01/2015	427808	4520046	19.1	4439.34
26/01/2015	427306	4520391	14.7	4461.36
26/01/2015	427616	4520241	11.3	4600.22
26/01/2015	427658	4520084	91	4342.08
26/01/2015	427608	4520209	21.4	4662.28
26/01/2015	427428	4519961	13.5	4689.57
26/01/2015	427616	4520380	57.1	4512.74
26/01/2015	427829	4520017	72.4	4938.85
26/01/2015	427358	4520368	14.8	5206.7
26/01/2015	427515	4520134	71	5211.7
26/01/2015	427900	4519981	16	5266.6
26/01/2015	427509	4519953	73.4	4973.28
26/01/2015	428169	4520268	46.6	4985.6
26/01/2015	427416	4520167	17.1	5432.54
26/01/2015	427579	4520369	19.7	5202.31
26/01/2015	428281	4520344	13.8	5254.83
26/01/2015	427860	4519978	17.3	5593.14
26/01/2015	428154	4520426	37.8	5339.85
26/01/2015	427734	4520047	51.5	5918.59
26/01/2015	427726	4520210	16.9	6083.46
26/01/2015	427515	4520172	86.1	6400.75
26/01/2015	428181	4520331	62.9	6661.65
26/01/2015	427690	4520287	58.3	6798.43
26/01/2015	428011	4520069	55.6	7000.03
26/01/2015	427816	4519965	37.2	7507.95
26/01/2015	428173	4520367	41.9	7350.8
26/01/2015	427635	4520064	53.8	7607.85
26/01/2015	427712	4520105	90.3	7812.82
26/01/2015	427533	4519943	30.8	7896.5
26/01/2015	427803	4520069	17.8	8357.03
26/01/2015	427579	4520439	48.5	8313.67
26/01/2015	427808	4519921	58.5	8485.21
26/01/2015	428027	4520309	33.7	8587.24
26/01/2015	427587	4520031	21.2	8715.08
26/01/2015	427706	4520687	12.7	8801.62
26/01/2015	427655	4520321	82.2	9026.03
26/01/2015	428156	4520358	43.5	9175
26/01/2015	427546	4520182	69.8	9217.25
26/01/2015	427726	4520269	36.6	9228
26/01/2015	427514	4520085	23.4	9262.77
26/01/2015	427361	4519869	54.6	9309.1
26/01/2015	428049	4520285	51.9	9395.56
26/01/2015	427382	4520432	18.1	9462.07
26/01/2015	428180	4520345	42.8	10003.62
26/01/2015	428130	4520351	26.7	10866.19
26/01/2015	427713	4520071	17.5	11585.15
26/01/2015	427492	4520456	67.6	11985.66
26/01/2015	428140	4520320	73	12366.69
26/01/2015	428042	4520433	13.2	13734.75
26/01/2015	428228	4520338	46	13748.17
26/01/2015	427779	4520524	88.1	12952.11
26/01/2015	427561	4519981	27.3	15240.21
26/01/2015	427743	4520113	73.2	15545.72
26/01/2015	427732	4520245	39.3	15948.09
26/01/2015	427759	4520005	25.8	15071.49
26/01/2015	427864	4520006	15.3	15181.91
26/01/2015	427937	4520500	45.3	15924.21
26/01/2015	427964	4520498	21.1	16221.04
26/01/2015	428272	4520339	33.9	19826.13
26/01/2015	427817	4520074	83.4	17255.7
